guid,verb,verb_hiragana,verb_romaji,verb_1,verb_1_hiragana,verb_1_romaji,verb_2,verb_2_hiragana,verb_2_romaji,transitivity,pattern,meaning,meaning_en,meaning_ko,nlb_link,structure
PjxYxayM0O,編み上がる,あみあがる,amiagaru,編む,あむ,amu,上がる,あがる,agaru,自,N1ガ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>編み物が仕上がる。</p><ul><li><p>セーターが編み上がった。 (Sētā ga amiagatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(Of a knitting project) to be finished.</p><ul><li><p>The knitting of the sweater was all finished.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>뜨개질한 물건이 완성되다.</p><ul><li><p>손뜨개 스웨터가 완성되었다.</p></li></ul></li></ol>",V.16419,Vs
DDTUJeN;Im,編み上げる,あみあげる,amiageru,編む,あむ,amu,上げる,あげる,ageru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>編み物を編み終える。</p><ul><li><p>彼女はマフラーを編み上げた。 (Kanojo wa mafurā o amiageta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To finish knitting a project.</p><ul><li><p>She finished knitting the scarf.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>뜨개질을 끝내다.</p><ul><li><p>여자는 목도리를 다 떴다.</p></li></ul></li></ol>",V.09201,Vs
oVm!nO8@jN,編み合わせる,あみあわせる,amiawaseru,編む,あむ,amu,合わせる,あわせる,awaseru,他,N1ガ|N2ヲ|N3ト,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>複数のものを、編んで一体化する。</p><ul><li><p>このセーターは、２つのパターンを編み合わせて作られている。 (Kono sētā wa, futatsu no patān o amiawasete tsukurarete iru.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To join several things into one by knitting them together.</p><ul><li><p>This sweater was made by knitting together two patterns.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>여러 개 있던 것을 떠서, 하나로 만들다.</p><ul><li><p>이 스웨터는, 2개의 패턴을 맞춰 떠서 만들었다.</p></li></ul></li></ol>",V.16420,VV
nv]k9g9r9$,編み入れる,あみいれる,amiireru,編む,あむ,amu,入れる,いれる,ireru,他,N1ガ|N2ニ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>編み物で、異なる色などの素材を使って模様などを組み込む。</p><ul><li><p>職人はシルクの糸をセーターに編み入れた。 (Shokunin wa shiruku no ito o sētā ni amiireta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>In knitting, to use contrasting colors or materials to create a pattern.</p><ul><li><p>The artisan knitted the silk threads into the sweater.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>뜨개질에서 상이한 색 등의 소재를 사용하여 문양 등을 엮어 넣다.</p><ul><li><p>장인은 실크실을 스웨터에 엮어 넣었다.</p></li></ul></li></ol>",V.16421,VV
JG^mjSHg#d,編み込む,あみこむ,amikomu,編む,あむ,amu,込む,こむ,komu,他,(1)N1ガ|N2ニ|N3ヲ；(2)N1ガ|N2ニ|N3ヲ,"<ol style=""""><li><p>編み物で、異なる色などの素材を使って模様などを組み込む。編み入れる。</p><ul><li><p>布に金糸を編み込む (Kire ni kinshi o amikomu)</p></li></ul></li><li><p>たくさんの糸状のものを互いに編み合わせて、ひとつにまとめる。</p><ul><li><p>髪を編み込む (Kami o amikomu)</p></li></ul></li></ol>","<ol style=""""><li><p>In knitting, to use contrasting colors or materials to create a pattern.</p><ul><li><p>To knit gold threads into the cloth</p></li></ul></li><li><p>To knit together many strands into one whole.</p><ul><li><p>To braid hair into a French braid</p></li></ul></li></ol>","<ol style=""""><li><p>뜨개질에서 상이한 색 등의 소재를 사용하여 문양 등을 짜 넣다. 엮어 넣다.</p><ul><li><p>옷감에 금실을 짜 넣다.</p></li></ul></li><li><p>여러 종류의 실모양의 물건을 서로 짜맞추어, 하나로 합치다.</p><ul><li><p>머리를 땋다.</p></li></ul></li></ol>",V.06905,VV
n::jS.ES*c,編み出す,あみだす,amidasu,編む,あむ,amu,出す,だす,dasu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>考え出す。考案する。</p><ul><li><p>彼は新しい技術を編み出した。 (Kare wa atarashii gijutsu o amidashita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To think up, design.</p><ul><li><p>He worked out a new technology.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>생각해내다. 고안하다.</p><ul><li><p>그는 새로운 기술을 고안했다.</p></li></ul></li></ol>",V.04265,V
OGE>R8y6T/,編み付ける,あみつける,amitsukeru,編む,あむ,amu,付ける,つける,tsukeru,他,N1ガ|N2ニ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>糸を編んでひとつのものに別のものを付ける。</p><ul><li><p>彼女はセーターにポケットを編み付けた。 (Kanojo wa sētā ni poketto o amitsuketa.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To knit one thing onto another.</p><ul><li><p>She knitted a pocket onto the sweater.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>실을 떠서 하나의 물건에 다른 물건을 달다.</p><ul><li><p>여자는 스웨터에 호주머니를 떠서 달았다.</p></li></ul></li></ol>",V.14615,VV
u*mBJkg<^>,歩み出る,あゆみでる,ayumideru,歩む,あゆむ,ayumu,出る,でる,deru,自（意志）,N1ガ|N2ニ/ヘ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>歩いて、前に（外に）出る。</p><ul><li><p>彼女は舞台中央に歩み出た。 (Kanojo wa butai chūō ni ayumideta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To walk forward (or outside).</p><ul><li><p>She stepped out to center stage.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>걸어서, 앞으로 (밖으로) 나가다.</p><ul><li><p>여자는 무대 중앙으로 걸어 나갔다.</p></li></ul></li></ol>",V.10087,VV
B6j5FKZKor,歩み寄る,あゆみよる,ayumiyoru,歩む,あゆむ,ayumu,寄る,よる,yoru,自（意志）,(1)N1ガ|N2ニ；(2)N1ガ|N2ニ,"<ol style=""""><li><p>歩いて近寄る。</p><ul><li><p>私は泣いている子供に歩み寄った。 (Watashi wa naite iru kodomo ni ayumiyotta.)</p></li></ul></li><li><p>意見の違う双方が妥協点を見つけるために互いに譲歩する。</p><ul><li><p>彼らは反対派に歩み寄った。 (Karera wa hantaiha ni ayumiyotta.)</p></li></ul></li></ol>","<ol style=""""><li><p>To approach by walking.</p><ul><li><p>I stepped closer to the weeping child.</p></li></ul></li><li><p>For two parties with opposing opinions to make concessions in order to find a compromise.</p><ul><li><p>He made conciliatory moves toward the opposition.</p></li></ul></li></ol>","<ol style=""""><li><p>걸어서 다가가다.</p><ul><li><p>나는 울고 있는 아이에게 다가갔다.</p></li></ul></li><li><p>의견이 다른 쌍방이 타협점을 찾기 위해 서로 양보하다.</p><ul><li><p>그들은 반대파에 (양보하여) 다가섰다.</p></li></ul></li></ol>",V.02178,VV
P%SMkj;y-2,洗い上げる,あらいあげる,araiageru,洗う,あらう,arau,上げる,あげる,ageru,他,(1)N1ガ|N2ヲ；(2)N1ガ|N2ヲ；(3)N1ガ|N2ヲ,"<ol style=""""><li><p>全部洗い終わる。</p><ul><li><p>私はたくさんの洗濯物を洗い上げた。 (Watashi wa takusan no sentakumono o araiageta.)</p></li></ul></li><li><p>汚れが残らないように十分に洗う。</p><ul><li><p>彼は汚れた車をきれいに洗い上げた。 (Kare wa yogoreta kuruma o kirei ni araiageta.)</p></li></ul></li><li><p>（事件などを）すっかり調べる。</p><ul><li><p>警察は強盗事件を徹底的に洗い上げた。 (Keisatsu wa gōtō jiken o tetteiteki ni araiageta.)</p></li></ul></li></ol>","<ol style=""""><li><p>To finish washing everything.</p><ul><li><p>I washed all the mountains of laundry.</p></li></ul></li><li><p>To wash thoroughly so as not to leave any dirt.</p><ul><li><p>He washed clean his filthy car.</p></li></ul></li><li><p>To investigate thoroughly (an incident).</p><ul><li><p>The police thoroughly investigated the robbery case.</p></li></ul></li></ol>","<ol style=""""><li><p>전부 씻어 내다.</p><ul><li><p>나는 많은 세탁물을 전부 빨았다.</p></li></ul></li><li><p>더러움이 남지 않도록 충분히 씻다.</p><ul><li><p>남자는 더러워진 차를 깨끗하게 씻어 내었다.</p></li></ul></li><li><p>(사건 등을) 철저하게 조사하다.</p><ul><li><p>경찰은 강도사건을 철저하게 캐냈다.</p></li></ul></li></ol>",V.10416,Vs
y_Em`*`45M,洗い落とす,あらいおとす,araiotosu,洗う,あらう,arau,落とす,おとす,otosu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>洗って、汚れを落とす。</p><ul><li><p>私はズボンに付いた泥を洗い落とした。 (Watashi wa zubon ni tsuita doro o araiotoshita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To wash something and get the dirt off.</p><ul><li><p>I washed the mud off of my trousers.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>씻어서, 더러움을 없애다.</p><ul><li><p>나는 바지에 묻어있던 진흙을 씻어 내었다.</p></li></ul></li></ol>",V.07289,VV
E_54WKZbX6,洗い清める,あらいきよめる,araikiyomeru,洗う,あらう,arau,清める,きよめる,kiyomeru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>洗ってきれいにする（不浄なものを取り除く）。</p><ul><li><p>僧侶が身体を洗い清めた。 (Sōryo ga karada o araikiyometa.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To wash clean (remove impurities).</p><ul><li><p>The monk purified his body with ablutions.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>씻어서 깨끗하게 하다 (부정한 것을 없애다).</p><ul><li><p>승려가 몸을 정결히 씼었다.</p></li></ul></li></ol>",V.09305,VV
bcDm5fQs-A,洗い込む,あらいこむ,araikomu,洗う,あらう,arau,込む,こむ,komu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>何度もよく洗う。</p><ul><li><p>選手たちはユニフォームを洗い込んだ。 (Senshutachi wa yunifōmu o araikonda.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To wash repeatedly.</p><ul><li><p>The athletes washed their uniforms repeatedly.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>여러번 잘 씻다.</p><ul><li><p>선수들은 유니폼을 여러번 씻었다.</p></li></ul></li></ol>",V.17824,Vs
wf*8spMr6Y,洗い出す,あらいだす,araidasu,洗う,あらう,arau,出す,だす,dasu,他,(1)N1ガ|N2ヲ；(2)N1ガ|N2ヲ,"<ol style=""""><li><p>洗って、よごれで隠されていたもの（下地）を表に出す。</p><ul><li><p>職人は天然石を洗い出した。 (Shokunin wa tennenseki o araidashita.)</p></li></ul></li><li><p>詳しく調べて、分からなかった事実を明らかにする。</p><ul><li><p>委員たちは問題点を洗い出した。 (Iintachi wa mondaiten o araidashita.)</p></li></ul></li></ol>","<ol style=""""><li><p>To wash something in order to reveal an (underlying) thing previously hidden by dirt.</p><ul><li><p>The artisans excavated the stones.</p></li></ul></li><li><p>To investigate thoroughly in order to bring to light previously unknown facts.</p><ul><li><p>The committee members identified all of the problems.</p></li></ul></li></ol>","<ol style=""""><li><p>씻어서, 더러움에 감춰져 있던 것 (바탕)을 드러내다.</p><ul><li><p>장인은 천연석을 드러내 보였다.</p></li></ul></li><li><p>상세하게 조사하여, 알지 못했던 사실을 밝혀내다.</p><ul><li><p>위원들은 문제점을 밝혀 내었다.</p></li></ul></li></ol>",V.06094,VV
c*KmGAFjDb,洗い立てる,あらいたてる,araitateru,洗う,あらう,arau,立てる,たてる,tateru,他,(1)N1ガ|N2ヲ；(2)N1ガ|N2ヲ,"<ol style=""""><li><p>何度も念入りに洗う。</p><ul><li><p>彼は石けんで全身を洗い立てた。 (Kare wa sekken de zenshin o araitateta.)</p></li></ul></li><li><p>《まれ》悪事や欠点などを調べて、あらわにする。暴き立てる。</p><ul><li><p>マスコミは政治家の不正を洗い立てた。 (Masukomi wa seijika no fusei o araitateta.)</p></li></ul></li></ol>","<ol style=""""><li><p>To wash thoroughly repeatedly.</p><ul><li><p>He scrubbed his whole body with soap.</p></li></ul></li><li><p>(Rare) To investigate and expose bad deeds or flaws.</p><ul><li><p>The press exposed all of the politician’s misdeeds.</p></li></ul></li></ol>","<ol style=""""><li><p>여러 번 정성들여 씻다.</p><ul><li><p>남자는 비누로 전신을 씻어 내었다.</p></li></ul></li><li><p>《드물게》악행이나 결점 등을 조사하여 드러내다. 폭로하다.</p><ul><li><p>매스컴은 정치가의 부정을 폭로했다.</p></li></ul></li></ol>",V.20116,Vs
c`u1n6=4+{,洗い流す,あらいながす,arainagasu,洗う,あらう,arau,流す,ながす,nagasu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>洗って流し去る。</p><ul><li><p>彼女はシャワーで髪の汚れを洗い流した。 (Kanojo wa shawā de kami no yogore o arainagashita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To wash away.</p><ul><li><p>She washed away the grime from her hair.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>씻어서 흘려버리다.</p><ul><li><p>그녀는 샤워로 더러워진 머리를 씻어냈다.</p></li></ul></li></ol>",V.02901,VV
sWgkHuXMvM,現れ出る,あらわれでる,arawarederu,現れる,あらわれる,arawareru,出る,でる,deru,自,N1ガ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>姿を現す。出現する。</p><ul><li><p>妖精が現れ出た。 (Yōsei ga arawaredeta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To show oneself. To appear.</p><ul><li><p>The fairies came out.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>모습을 보이다. 출현하다.</p><ul><li><p>요정이 나타났다.</p></li></ul></li></ol>",V.07877,VV
GyPG`usK%`,あり余る,ありあまる,ariamaru,ある,ある,aru,余る,あまる,amaru,自,N1ガ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>余るほどたくさんある。</p><ul><li><p>彼女は時間があり余っている。 (Kanojo wa jikan ga ariamatte iru.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To have something to excess.</p><ul><li><p>She has more free time than she knows what to do with.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>남을 정도로 많이 있다.</p><ul><li><p>그녀는 시간이 남아 돈다.</p></li></ul></li></ol>",V.04765,Vs
"lSUkz*K,Zm",有り合わせる,ありあわせる,ariawaseru,有る,ある,aru,合わせる,あわせる,awaseru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>たまたまその場にある。</p><ul><li><p>母は冷蔵庫に有り合わせた材料で料理を作った。 (Haha wa reizōko ni ariawaseta zairyō de ryōri o tsukutta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To happen to be present or available.</p><ul><li><p>My mother made a meal with whatever ingredients she could find in the refrigerator.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>때마침 그 자리에 있다.</p><ul><li><p>엄마는 냉장고에 들어 있던 재료로 요리를 했다.</p></li></ul></li></ol>",V.11180,Vs
